"Accession","SPC","SURFY","Town","Cunha","Diaz.Ramos"
"Q8TDN6",0,0,0,0,0
"Q96DG6",0,0,0,0,0
"O00116",0,0,0,0,0
"Q9NY37",3,1,1,1,0
"Q9BXJ2",0,0,0,0,0
"O95076",0,0,0,0,0
"P19022",4,1,1,1,1
"Q9H161",0,0,0,0,0
"Q7L2Z9",0,0,0,0,0
"Q86V21",0,0,0,0,0
"Q14011",0,0,0,0,0
"Q8TDY4",0,0,0,0,0
"Q13352",0,0,0,0,0
"Q69YH5",0,0,0,0,0
"P08195",4,1,1,1,1
"P28906",4,1,1,1,1
"P55283",4,1,1,1,1
"P04040",0,0,0,0,0
"Q9BQE9",0,0,0,0,0
"Q9NSE2",0,0,0,0,0
"O75936",0,0,0,0,0
"Q9HD42",0,0,0,0,0
"P45381",0,0,0,0,0
"Q7LBR1",0,0,0,0,0
"P43681",3,1,1,1,0
"Q9Y2A9",1,0,1,0,0
"O14618",0,0,0,0,0
"Q9C0J9",0,0,0,0,0
"Q8WTX7",0,0,0,0,0
"Q8WV28",0,0,0,0,0
"Q6ZUV0",0,0,0,0,0
"O60840",2,0,1,1,0
"Q7Z2E3",0,0,0,0,0
"P10398",0,0,0,0,0
"Q5T9A4",0,0,0,0,0
"Q76LX8",1,0,1,0,0
"Q9BXJ3",0,0,0,0,0
"Q9TQE0",4,1,1,1,1
"O95450",0,0,0,0,0
"Q9BQE5",1,0,0,1,0
"Q8IVY1",2,0,1,1,0
"P48509",4,1,1,1,1
"Q9NYX4",3,1,1,1,0
"Q96DT6",0,0,0,0,0
"P48201",1,0,1,0,0
"Q9Y4X0",0,0,0,0,0
"Q8IYS0",2,0,1,1,0
"O43520",1,0,0,1,0
"Q92841",0,0,0,0,0
"P22676",0,0,0,0,0
"Q6ZNA5",3,1,1,1,0
"Q8WWM9",0,0,0,0,0
"Q13627",0,0,0,0,0
"Q9NXC2",0,0,0,0,0
"Q9H4G4",0,0,0,0,0
"Q86UW9",0,0,0,0,0
"P0DPF6",0,0,0,0,0
"Q8N1Q1",0,0,0,0,0
"Q7Z460",0,0,0,0,0
"O95081",0,0,0,0,0
"Q7Z407",3,0,1,1,1
"Q17RW2",0,0,0,0,0
"P38398",0,0,0,0,0
"P02748",1,0,1,0,0
"Q9Y2V2",0,0,0,0,0
"Q96LR7",0,0,0,0,0
"Q5T742",0,0,0,0,0
"Q8NDZ0",0,0,0,0,0
"Q5SQS8",0,0,0,0,0
"Q9HA72",2,1,0,1,0
"Q969H4",0,0,0,0,0
"Q03701",0,0,0,0,0
"Q53EZ4",1,0,1,0,0
"Q7Z4T9",0,0,0,0,0
"Q6ZNB7",1,0,0,1,0
"P55201",0,0,0,0,0
"Q13490",0,0,0,0,0
"O15169",0,0,0,0,0
"P25940",0,0,0,0,0
"P61163",0,0,0,0,0
"Q9H3Q1",0,0,0,0,0
"P07315",0,0,0,0,0
"P20815",0,0,0,0,0
"Q8N556",0,0,0,0,0
"Q8IZL9",0,0,0,0,0
"Q96G23",0,0,0,0,0
"Q6V702",0,0,0,0,0
"Q02410",0,0,0,0,0
"Q9H972",0,0,0,0,0
"P09496",0,0,0,0,0
"A4FU28",1,0,1,0,0
"O43745",0,0,0,0,0
"Q8NCT1",0,0,0,0,0
"Q9H425",0,0,0,0,0
"Q6PD74",0,0,0,0,0
"Q96L46",0,0,0,0,0
"Q9HBB8",2,1,1,0,0
"A6H8M9",2,1,1,0,0
"Q9H112",0,0,0,0,0
"Q9Y5P4",0,0,0,0,0
"O00213",0,0,0,0,0
"Q6AI39",0,0,0,0,0
"Q9NZN5",0,0,0,0,0
"P28330",0,0,0,0,0
"Q8NEB7",0,0,0,0,0
"P46597",0,0,0,0,0
"O60516",0,0,0,0,0
"Q8N4M1",2,1,0,1,0
"Q7Z6V5",0,0,0,0,0
"P12429",0,0,0,0,0
"P48047",0,0,0,0,0
"P20138",4,1,1,1,1
"Q495Z4",0,0,0,0,0
"Q6TDU7",0,0,0,0,0
"Q9NZS9",2,0,1,1,0
"Q13444",4,1,1,1,1
"P13945",3,1,1,1,0
"Q6ZSU1",0,0,0,0,0
"Q4AC99",0,0,0,0,0
"P54646",0,0,0,0,0
"Q5VXM1",0,0,0,0,0
"Q9ULX6",0,0,0,0,0
"Q9NRR8",0,0,0,0,0
"P24864",0,0,0,0,0
"Q08AH3",0,0,0,0,0
"P28566",3,1,1,1,0
"Q9HB09",0,0,0,0,0
"Q9H257",0,0,0,0,0
"P36894",4,1,1,1,1
"P23560",0,0,0,0,0
"Q9NY97",1,0,1,0,0
"P30154",0,0,0,0,0
"Q9Y243",0,0,0,0,0
"O43488",0,0,0,0,0
"Q96FZ7",0,0,0,0,0
"P02745",0,0,0,0,0
"Q99440",0,0,0,0,0
"Q96CW1",0,0,0,0,0
"Q8WUX9",0,0,0,0,0
"Q00973",1,0,1,0,0
"P02647",1,0,1,0,0
"O43286",1,0,1,0,0
"P59780",0,0,0,0,0
"Q96CP2",0,0,0,0,0
"P13671",0,0,0,0,0
"Q5K131",0,0,0,0,0
"Q96NS5",0,0,0,0,0
"Q8NEM8",0,0,0,0,0
"P31146",0,0,0,0,0
"Q9UL45",0,0,0,0,0
"P40198",4,1,1,1,1
"Q3KPI0",3,1,1,1,0
"Q9BS16",0,0,0,0,0
"Q9NVP2",0,0,0,0,0
"Q9ULY5",2,0,1,0,1
"Q8N326",2,0,1,1,0
"Q8IZ96",3,0,1,1,1
"Q8NI99",0,0,0,0,0
"P61158",0,0,0,0,0
"P05062",0,0,0,0,0
"P61024",0,0,0,0,0
"Q9Y6Z2",0,0,0,0,0
"P25106",4,1,1,1,1
"Q8N4S0",0,0,0,0,0
"Q96FN4",0,0,0,0,0
"Q5U649",0,0,0,0,0
"Q8N0U6",0,0,0,0,0
"Q96JB5",0,0,0,0,0
"Q9NZN9",0,0,0,0,0
"Q8TBY9",0,0,0,0,0
"P07316",0,0,0,0,0
"P43652",0,0,0,0,0
"Q9NSI6",0,0,0,0,0
"Q86U37",0,0,0,0,0
"Q8NFD2",0,0,0,0,0
"Q96Q42",0,0,0,0,0
"Q4W4Y0",0,0,0,0,0
"Q9Y615",0,0,0,0,0
"Q8IX94",1,0,1,0,0
"Q6YHK3",3,1,1,0,1
"P10645",0,0,0,0,0
"O14874",0,0,0,0,0
"Q7Z591",0,0,0,0,0
"P54108",0,0,0,0,0
"Q86VW2",0,0,0,0,0
"Q6UXC1",3,1,1,1,0
"Q8TCU4",0,0,0,0,0
"Q13145",4,1,1,1,1
"O14744",0,0,0,0,0
"Q96S66",1,0,0,1,0
"Q8N8Q1",2,0,1,1,0
"Q15027",0,0,0,0,0
"P55287",3,1,1,1,0
"P52209",0,0,0,0,0
"O14569",2,0,1,1,0
"P0C6P0",0,0,0,0,0
"P55211",0,0,0,0,0
"P55285",4,1,1,1,1
"P46527",0,0,0,0,0
"O00253",0,0,0,0,0
"P02652",0,0,0,0,0
"P86434",0,0,0,0,0
"O14497",0,0,0,0,0
"Q9ULB4",3,1,1,1,0
"Q9UBX1",0,0,0,0,0
"Q13315",0,0,0,0,0
"P30556",4,1,1,1,1
"Q16663",0,0,0,0,0
"P56211",0,0,0,0,0
"P29466",0,0,0,0,0
"Q6PI77",0,0,0,0,0
"Q6H8Q1",0,0,0,0,0
"Q9BYG0",1,0,1,0,0
"Q9BZR8",0,0,0,0,0
"P51686",4,1,1,1,1
"P13236",0,0,0,0,0
"O75882",4,1,1,1,1
"Q8N6H7",0,0,0,0,0
"Q8WYN3",0,0,0,0,0
"O95352",0,0,0,0,0
"Q9UII2",1,0,1,0,0
"Q9NUN7",0,0,0,0,0
"Q5SQI0",0,0,0,0,0
"O75952",0,0,0,0,0
"P03928",1,0,1,0,0
"Q99467",4,1,1,1,1
"Q9P2R3",0,0,0,0,0
"Q9BUJ0",1,0,1,0,0
"O00189",0,0,0,0,0
"O60306",0,0,0,0,0
"Q16853",3,1,1,0,1
"P17342",3,1,1,1,0
"P56377",0,0,0,0,0
"Q6DD88",2,0,1,1,0
"P07384",0,0,0,0,0
"Q9Y6W3",0,0,0,0,0
"Q8N944",0,0,0,0,0
"Q8WYK0",0,0,0,0,0
"Q16671",2,1,1,0,0
"Q66PJ3",0,0,0,0,0
"Q96KN9",2,0,1,1,0
"Q6ZMK1",1,0,0,1,0
"O60609",2,1,1,0,0
"Q8TE69",0,0,0,0,0
"P02489",0,0,0,0,0
"P10606",0,0,0,0,0
"Q96CT7",0,0,0,0,0
"P10809",1,0,1,0,0
"O00230",0,0,0,0,0
"Q14781",0,0,0,0,0
"P47902",0,0,0,0,0
"Q9UQ52",2,1,0,0,1
"Q9UNE7",0,0,0,0,0
"P49715",0,0,0,0,0
"Q9H799",0,0,0,0,0
"Q9P281",0,0,0,0,0
"Q9NQ89",0,0,0,0,0
"Q075Z2",1,0,1,0,0
"Q96A23",0,0,0,0,0
"Q9Y5B0",0,0,0,0,0
"Q9H9A5",0,0,0,0,0
"Q9UFW8",0,0,0,0,0
"P0DN86",0,0,0,0,0
"Q6ZNE5",0,0,0,0,0
"Q96JP9",2,1,0,1,0
"P46663",4,1,1,1,1
"Q5T2L2",0,0,0,0,0
"Q6RI45",0,0,0,0,0
"Q9ULM6",0,0,0,0,0
"Q96QF7",0,0,0,0,0
"P16219",0,0,0,0,0
"Q5SW96",0,0,0,0,0
"Q86UU0",0,0,0,0,0
"Q14790",0,0,0,0,0
"Q9GZZ6",2,1,0,1,0
"P28221",2,1,0,1,0
"P04003",0,0,0,0,0
"O00400",2,1,0,1,0
"P53677",0,0,0,0,0
"Q96LK0",0,0,0,0,0
"Q99856",0,0,0,0,0
"P07741",0,0,0,0,0
"Q9UKJ8",3,1,1,1,0
"P27695",0,0,0,0,0
"P29965",3,1,1,0,1
"P46098",3,1,1,1,0
"P30049",0,0,0,0,0
"Q5SQ80",0,0,0,0,0
"Q9Y276",1,0,1,0,0
"Q8NHP1",0,0,0,0,0
"P40616",0,0,0,0,0
"Q16602",2,1,0,1,0
"Q96PE1",2,1,0,1,0
"P23109",0,0,0,0,0
"Q8N157",0,0,0,0,0
"P80075",0,0,0,0,0
"O60241",2,1,0,1,0
"Q8IY42",0,0,0,0,0
"Q8TE60",0,0,0,0,0
"Q9UH62",2,0,1,0,1
"P53367",0,0,0,0,0
"P62736",0,0,0,0,0
"Q16515",1,0,1,0,0
"Q92625",0,0,0,0,0
"Q9NZP8",0,0,0,0,0
"Q13790",0,0,0,0,0
"Q8IZF3",3,1,1,1,0
"O95236",0,0,0,0,0
"O75794",0,0,0,0,0
"Q13936",3,1,1,1,0
"P27482",0,0,0,0,0
"Q06055",1,0,1,0,0
"Q3KR37",2,1,1,0,0
"Q96HQ2",0,0,0,0,0
"Q9BXJ7",4,1,1,1,1
"Q6NSI1",0,0,0,0,0
"Q9BQC3",0,0,0,0,0
"A1A519",0,0,0,0,0
"Q96FX2",0,0,0,0,0
"Q14254",1,0,0,0,1
"Q9Y2E6",0,0,0,0,0
"Q12946",0,0,0,0,0
"Q96CS3",0,0,0,0,0
"Q7KYR7",4,1,1,1,1
"Q9UPW5",0,0,0,0,0
"Q13536",0,0,0,0,0
"P48444",0,0,0,0,0
"Q9UBY8",1,0,1,0,0
"Q8ND76",0,0,0,0,0
"Q8TAB7",0,0,0,0,0
"Q8IZM0",0,0,0,0,0
"P24468",0,0,0,0,0
"Q9NPF2",1,0,1,0,0
"Q16281",1,0,0,1,0
"Q9BT78",0,0,0,0,0
"Q4VC31",0,0,0,0,0
"Q8N9H6",0,0,0,0,0
"Q92934",0,0,0,0,0
"Q9UIR0",2,0,1,0,1
"Q9NSK7",2,0,1,1,0
"O76090",2,0,1,1,0
"Q9UIF8",0,0,0,0,0
"Q9H4R4",0,0,0,0,0
"Q12834",0,0,0,0,0
"P00751",0,0,0,0,0
"Q9GZU7",0,0,0,0,0
"Q9H3J6",0,0,0,0,0
"P24462",0,0,0,0,0
"Q86V15",0,0,0,0,0
"Q9NYL5",0,0,0,0,0
"Q8TBH0",0,0,0,0,0
"Q86YQ8",0,0,0,0,0
"Q9BQD7",1,0,1,0,0
"P36222",0,0,0,0,0
"P0CG41",1,0,1,0,0
"Q9Y614",0,0,0,0,0
"Q99767",0,0,0,0,0
"A6NHY2",0,0,0,0,0
"P0CG36",0,0,0,0,0
"Q96PE2",0,0,0,0,0
"Q96LC9",0,0,0,0,0
"P16562",0,0,0,0,0
"P55957",0,0,0,0,0
"P16860",0,0,0,0,0
"Q9UKV3",0,0,0,0,0
"Q13520",2,0,1,1,0
"Q9NPF0",4,1,1,1,1
"Q9H2X0",0,0,0,0,0
"P22223",4,1,1,1,1
"Q9UNQ0",4,1,1,1,1
"P00505",0,0,0,0,0
"Q96BT3",0,0,0,0,0
"Q8IWZ6",0,0,0,0,0
"Q96PB1",2,1,0,1,0
"P11766",0,0,0,0,0
"Q8WXK3",0,0,0,0,0
"Q9HBW9",1,1,0,0,0
"Q9NVT9",0,0,0,0,0
"Q96BJ3",0,0,0,0,0
"Q96C12",0,0,0,0,0
"Q13948",1,0,1,0,0
"Q9BQI0",0,0,0,0,0
"Q8NC06",1,0,0,1,0
"Q08AH1",0,0,0,0,0
"Q8N7S6",1,0,1,0,0
"Q8N888",0,0,0,0,0
"O14958",0,0,0,0,0
"Q9UBW5",0,0,0,0,0
"P0C7M7",0,0,0,0,0
"O95831",0,0,0,0,0
"Q9H7U1",0,0,0,0,0
"Q9NQ75",0,0,0,0,0
"Q9UQN3",0,0,0,0,0
"P02763",0,0,0,0,0
"P41238",0,0,0,0,0
"Q5TBC7",0,0,0,0,0
"Q8NDD1",0,0,0,0,0
"P51685",4,1,1,1,1
"P02708",3,1,1,1,0
"Q8WW27",0,0,0,0,0
"Q9UJX6",0,0,0,0,0
"Q96IX9",0,0,0,0,0
"Q08043",0,0,0,0,0
"Q92481",0,0,0,0,0
"Q53FE4",0,0,0,0,0
"Q07021",1,0,1,0,0
"P30533",1,0,1,0,0
"Q13535",0,0,0,0,0
"P08236",0,0,0,0,0
"P09871",0,0,0,0,0
"P49069",0,0,0,0,0
"P08133",0,0,0,0,0
"P22303",2,1,1,0,0
"Q86WK7",2,1,0,1,0
"O43155",3,1,1,1,0
"P36382",3,0,1,1,1
"P31513",0,0,0,0,0
"A1L429",0,0,0,0,0
"A6NH13",0,0,0,0,0
"Q9UGL9",0,0,0,0,0
"Q96JB2",0,0,0,0,0
"O43889",1,0,1,0,0
"Q99674",0,0,0,0,0
"O15431",4,1,1,1,1
"Q96L14",0,0,0,0,0
"Q8NHY2",0,0,0,0,0
"Q8WXI8",2,0,1,0,1
"Q9UMR7",3,0,1,1,1
"O15145",0,0,0,0,0
"Q8N5U0",0,0,0,0,0
"Q9HBI5",0,0,0,0,0
"Q86XJ0",1,0,1,0,0
"Q13075",0,0,0,0,0
"Q9P209",0,0,0,0,0
"P00352",0,0,0,0,0
"Q96LM1",0,0,0,0,0
"Q6UWY0",0,0,0,0,0
"Q8N5I9",0,0,0,0,0
"Q9HCJ1",3,1,1,1,0
"Q9H8X3",0,0,0,0,0
"P51648",1,0,1,0,0
"Q6ZN84",0,0,0,0,0
"Q00587",0,0,0,0,0
"Q8N7H1",0,0,0,0,0
"O96019",0,0,0,0,0
"P47898",3,1,1,1,0
"O00170",0,0,0,0,0
"P27540",0,0,0,0,0
"Q8IYJ1",0,0,0,0,0
"Q9UKP5",0,0,0,0,0
"O75078",3,1,1,1,0
"Q8IYS8",0,0,0,0,0
"P55212",0,0,0,0,0
"P24863",0,0,0,0,0
"Q9P2K1",0,0,0,0,0
"A6NL99",1,0,1,0,0
"P35226",0,0,0,0,0
"P55210",0,0,0,0,0
"P01011",0,0,0,0,0
"P10323",0,0,0,0,0
"Q9H172",3,1,0,1,1
"Q6P4E1",1,0,1,0,0
"Q5T9G4",0,0,0,0,0
"Q8WXK4",0,0,0,0,0
"P33121",1,0,1,0,0
"Q9NX46",0,0,0,0,0
"Q8WXG9",3,1,1,1,0
"Q9ULB5",3,1,1,1,0
"P12645",0,0,0,0,0
"Q9NYF8",0,0,0,0,0
"Q8NCB2",0,0,0,0,0
"P07498",0,0,0,0,0
"Q9Y6H1",0,0,0,0,0
"Q9C0K0",0,0,0,0,0
"Q9BUK0",0,0,0,0,0
"Q9UDR5",0,0,0,0,0
"Q7Z695",1,0,1,0,0
"O43681",0,0,0,0,0
"Q6NUN0",0,0,0,0,0
"Q5VUY2",1,0,1,0,0
"Q9BRQ8",1,0,1,0,0
"O75077",4,1,1,1,1
"P32297",4,1,1,1,1
"Q9H444",0,0,0,0,0
"Q13829",0,0,0,0,0
"P46952",0,0,0,0,0
"O43521",0,0,0,0,0
"Q9Y4B4",0,0,0,0,0
"Q7LC44",0,0,0,0,0
"Q9BVC5",0,0,0,0,0
"Q9P291",2,0,1,0,1
"O14791",1,0,0,1,0
"Q9BPW4",1,0,0,1,0
"Q9H251",3,1,1,1,0
"P20848",0,0,0,0,0
"P59052",0,0,0,0,0
"Q9Y4P1",0,0,0,0,0
"Q9P2W7",1,0,1,0,0
"O75752",1,0,1,0,0
"Q96PC3",0,0,0,0,0
"P28039",0,0,0,0,0
"Q9ULI0",0,0,0,0,0
"P15812",4,1,1,1,1
"Q8WXI4",0,0,0,0,0
"P0DP25",0,0,0,0,0
"Q96GE6",0,0,0,0,0
"O95147",0,0,0,0,0
"Q9P0U4",0,0,0,0,0
"Q8WXG6",0,0,0,0,0
"A2A368",0,0,0,0,0
"Q9BVC4",0,0,0,0,0
"P50897",0,0,0,0,0
"P56373",3,1,1,1,0
"P56645",0,0,0,0,0
"P18509",0,0,0,0,0
"Q68DK7",0,0,0,0,0
"Q8N4E4",0,0,0,0,0
"Q92859",4,1,1,1,1
"Q99583",0,0,0,0,0
"Q9Y3A3",0,0,0,0,0
"Q9Y618",0,0,0,0,0
"Q96LB0",3,1,1,1,0
"Q8TAE6",0,0,0,0,0
"Q14990",0,0,0,0,0
"Q9UKX3",0,0,0,0,0
"P01833",4,1,1,1,1
"P78316",0,0,0,0,0
"Q6UWF7",0,0,0,0,0
"P60153",0,0,0,0,0
"Q9ULK6",3,1,1,1,0
"P60508",2,1,0,1,0
"O60296",0,0,0,0,0
"A0JD37",0,0,0,0,0
"P51687",0,0,0,0,0
"Q7Z4G4",0,0,0,0,0
"Q3SY17",1,0,1,0,0
"Q6B0B8",0,0,0,0,0
"Q15573",0,0,0,0,0
"Q92736",2,0,1,1,0
"Q9H7F4",1,0,1,0,0
"Q9UQ13",0,0,0,0,0
"Q86XE0",0,0,0,0,0
"Q8TAV4",1,0,1,0,0
"Q9UHD2",0,0,0,0,0
"Q9C030",0,0,0,0,0
"Q8NA92",0,0,0,0,0
"Q9Y6G1",2,0,1,1,0
"O15020",0,0,0,0,0
"Q9NR96",3,1,1,0,1
"A0A0A0MT78",0,0,0,0,0
"Q9C029",0,0,0,0,0
"Q9NW97",2,0,1,1,0
"Q9NRC6",0,0,0,0,0
"P0C7P3",0,0,0,0,0
"O95425",1,0,1,0,0
"P24821",0,0,0,0,0
"Q5HYW3",0,0,0,0,0
"Q6UW10",0,0,0,0,0
"Q6P2H8",2,0,1,1,0
"Q9H0K4",0,0,0,0,0
"Q9H1K6",0,0,0,0,0
"Q9NVC3",1,0,0,1,0
"Q96HP8",1,0,0,1,0
"Q969K7",2,0,1,1,0
"Q9H169",0,0,0,0,0
"Q6P9G4",3,1,1,1,0
"P62304",0,0,0,0,0
"Q2M3V2",0,0,0,0,0
"Q8N1K5",0,0,0,0,0
"Q969W0",2,0,1,1,0
"E0CX11",0,0,0,0,0
"Q9UHJ6",0,0,0,0,0
"Q5TEJ8",0,0,0,0,0
"O00445",2,0,1,1,0
"O95754",3,1,1,1,0
"P82909",0,0,0,0,0
"P48788",0,0,0,0,0
"P04271",0,0,0,0,0
"Q9NX00",1,0,0,1,0
"P09110",0,0,0,0,0
"Q9BY07",3,1,1,1,0
"Q6PI78",2,0,1,1,0
"P78324",4,1,1,1,1
"P23510",3,1,1,0,1
"Q7LBE3",3,1,1,1,0
"Q5GJ75",0,0,0,0,0
"O14773",0,0,0,0,0
"Q8WUM9",2,0,1,1,0
"Q969S6",2,0,1,1,0
"A6NCK2",0,0,0,0,0
"O43623",0,0,0,0,0
"Q9Y4F4",0,0,0,0,0
"Q16384",0,0,0,0,0
"Q9NTN9",3,1,1,1,0
"P57073",0,0,0,0,0
"O60493",0,0,0,0,0
"Q8WWV3",0,0,0,0,0
"Q8NBL3",3,1,1,1,0
"P20132",0,0,0,0,0
"Q5VYV7",0,0,0,0,0
"Q96GQ5",2,0,1,1,0
"Q96HN2",0,0,0,0,0
"Q13591",3,1,1,1,0
"Q9Y6M7",3,1,0,1,1
"Q8NBW4",2,1,0,1,0
"P29377",0,0,0,0,0
"Q6KCM7",1,0,1,0,0
"Q6ZUX3",0,0,0,0,0
"P35247",0,0,0,0,0
"Q3LXA3",0,0,0,0,0
"O60224",0,0,0,0,0
"P31639",3,1,1,1,0
"Q2Y0W8",2,1,0,1,0
"Q9HBR0",1,0,0,1,0
"P57727",1,0,1,0,0
"Q96RS0",0,0,0,0,0
"Q02086",0,0,0,0,0
"P10265",0,0,0,0,0
"Q8ND82",0,0,0,0,0
"Q9BUY5",0,0,0,0,0
"Q86XU0",0,0,0,0,0
"Q8IWF7",0,0,0,0,0
"P11172",0,0,0,0,0
"Q8WZ26",0,0,0,0,0
"O75379",1,0,1,0,0
"O00534",0,0,0,0,0
"P51809",1,0,1,0,0
"Q07157",0,0,0,0,0
"Q9P2J2",3,1,0,1,1
"Q8TE23",3,1,1,1,0
"A8MWA4",0,0,0,0,0
"Q9BU19",0,0,0,0,0
"Q6UXP9",0,0,0,0,0
"A8MU76",0,0,0,0,0
"Q6ZRN7",0,0,0,0,0
"P19971",0,0,0,0,0
"Q3SXZ3",0,0,0,0,0
"P0DN76",0,0,0,0,0
"Q9UEU0",2,0,1,1,0
"P98168",0,0,0,0,0
"Q9BZM5",4,1,1,1,1
"Q5FWF4",0,0,0,0,0
"P04818",0,0,0,0,0
"Q6ZPA2",0,0,0,0,0
"Q9NRH1",0,0,0,0,0
"Q6UXI7",0,0,0,0,0
"O75348",0,0,0,0,0
"H0UI37",0,0,0,0,0
"Q99990",0,0,0,0,0
"Q8N3P4",0,0,0,0,0
"Q96JG9",0,0,0,0,0
"Q08ER8",0,0,0,0,0
"P26651",0,0,0,0,0
"Q8TBZ8",0,0,0,0,0
"Q3ZCX4",0,0,0,0,0
"P47989",0,0,0,0,0
"P37275",0,0,0,0,0
"Q12836",3,1,1,1,0
"O94874",0,0,0,0,0
"Q96MU7",0,0,0,0,0
"Q86XD8",0,0,0,0,0
"Q16831",0,0,0,0,0
"Q8N7P7",0,0,0,0,0
"P23763",2,0,1,1,0
"Q96NJ1",0,0,0,0,0
"Q2VY69",0,0,0,0,0
"P63119",0,0,0,0,0
"A0A1B0GXF2",0,0,0,0,0
"O43829",0,0,0,0,0
"C9JLJ4",0,0,0,0,0
"Q6NVU6",0,0,0,0,0
"Q8TC21",0,0,0,0,0
"Q9NR11",0,0,0,0,0
"P35442",0,0,0,0,0
"Q5SRH9",0,0,0,0,0
"Q96PP4",0,0,0,0,0
"Q5TFG8",0,0,0,0,0
"Q6IQ55",0,0,0,0,0
"O60765",0,0,0,0,0
"Q6ECI4",0,0,0,0,0
"O94892",0,0,0,0,0
"B1APH4",0,0,0,0,0
"Q8N9X3",0,0,0,0,0
"A0A0B4J237",0,0,0,0,0
"O14598",0,0,0,0,0
"A0JNW5",0,0,0,0,0
"Q96QK1",0,0,0,0,0
"Q8NB15",0,0,0,0,0
"Q8TF47",0,0,0,0,0
"Q2T9J0",0,0,0,0,0
"Q8N2E2",0,0,0,0,0
"Q96NG5",0,0,0,0,0
"Q658N2",1,0,1,0,0
"O43895",1,1,0,0,0
"P11473",0,0,0,0,0
"Q9UKW4",0,0,0,0,0
"Q9BTK2",0,0,0,0,0
"Q9H171",0,0,0,0,0
"Q8NFU3",0,0,0,0,0
"Q9BXA7",0,0,0,0,0
"Q9Y6M5",3,1,1,1,0
"Q6ICG8",0,0,0,0,0
"Q6ZSB9",0,0,0,0,0
"Q6P2C0",0,0,0,0,0
"Q96TA2",1,0,1,0,0
"Q9H7R0",0,0,0,0,0
"Q8N9W7",1,0,1,0,0
"Q8N782",0,0,0,0,0
"Q8TB69",0,0,0,0,0
"Q96MF0",0,0,0,0,0
"Q6P9A1",0,0,0,0,0
"Q7Z340",0,0,0,0,0
"Q9H0M0",0,0,0,0,0
"Q9UK33",0,0,0,0,0
"O60315",0,0,0,0,0
"Q9NTW7",0,0,0,0,0
"P63027",2,0,1,1,0
"Q8TAG6",0,0,0,0,0
"Q14119",0,0,0,0,0
"Q9BQG2",0,0,0,0,0
"Q5VZR2",0,0,0,0,0
"Q5T2D3",0,0,0,0,0
"O95182",0,0,0,0,0
"Q5QGS0",0,0,0,0,0
"O95299",0,0,0,0,0
"Q5VZ52",0,0,0,0,0
"O15118",2,1,1,0,0
"Q8NDN9",0,0,0,0,0
"P46782",0,0,0,0,0
"P10636",0,0,0,0,0
"O43463",0,0,0,0,0
"Q9Y267",2,1,0,1,0
"Q9UHI7",4,1,1,1,1
"K7EJ46",1,0,1,0,0
"Q9BRJ7",0,0,0,0,0
"Q6PKC3",1,0,1,0,0
"Q1RN00",0,0,0,0,0
"P61129",0,0,0,0,0
"A0A0B4J280",0,0,0,0,0
"Q9H7R5",0,0,0,0,0
"Q96N22",0,0,0,0,0
"O75385",0,0,0,0,0
"Q96PF2",0,0,0,0,0
"Q15929",0,0,0,0,0
"Q9P2E3",0,0,0,0,0
"O75554",0,0,0,0,0
"Q9HCL3",0,0,0,0,0
"Q8N8L2",0,0,0,0,0
"P0CH99",0,0,0,0,0
"Q6PCB0",0,0,0,0,0
"A6NDX4",1,0,1,0,0
"P0C7U3",2,1,1,0,0
"A6NM28",0,0,0,0,0
"Q19AV6",0,0,0,0,0
"Q8N972",0,0,0,0,0
"Q8N859",0,0,0,0,0
"Q9Y5K8",0,0,0,0,0
"Q8TCF1",0,0,0,0,0
"Q9UI54",0,0,0,0,0
"Q96S37",3,1,1,1,0
"O14796",0,0,0,0,0
"Q99816",0,0,0,0,0
"Q9BXF9",0,0,0,0,0
"Q9BYN8",0,0,0,0,0
"P55822",0,0,0,0,0
"O15273",0,0,0,0,0
"Q96JT2",1,0,0,1,0
"Q96BD0",3,1,1,1,0
"Q9UIG8",3,1,1,1,0
"Q14C87",3,1,1,1,0
"P51532",0,0,0,0,0
"Q96ST3",0,0,0,0,0
"O75446",0,0,0,0,0
"Q2MJR0",0,0,0,0,0
"P22415",0,0,0,0,0
"Q6NX45",0,0,0,0,0
"Q9UQR1",0,0,0,0,0
"Q9BXU3",0,0,0,0,0
"O14709",0,0,0,0,0
"Q8N377",0,0,0,0,0
"P86452",0,0,0,0,0
"P63125",0,0,0,0,0
"O75132",0,0,0,0,0
"Q8NHG8",0,0,0,0,0
"Q9Y3M9",0,0,0,0,0
"A8MWP4",0,0,0,0,0
"Q9HBM0",1,0,0,1,0
"P35789",0,0,0,0,0
"A0A1B0GX95",0,0,0,0,0
"P07996",1,0,1,0,0
"Q8WWF5",2,1,0,1,0
"Q9GZX5",0,0,0,0,0
"P59817",0,0,0,0,0
"Q7Z7K2",0,0,0,0,0
"O14980",0,0,0,0,0
"A0A0B4J272",0,0,0,0,0
"O60504",0,0,0,0,0
"Q96AW1",2,0,1,1,0
"Q8NFD4",0,0,0,0,0
"Q9BWM5",0,0,0,0,0
"Q96PM9",0,0,0,0,0
"Q8NBP0",0,0,0,0,0
"Q9UPT8",0,0,0,0,0
"Q8TF45",0,0,0,0,0
"A0A0B4J273",0,0,0,0,0
"Q96QU8",0,0,0,0,0
"Q9Y6R6",0,0,0,0,0
